Timestamp,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
2025-09-03 12:54:41.249,30816,2,2,2,2,2,2,2
2025-09-03 12:54:41.277,15361,2,2,2,2,2,2,2
2025-09-03 12:54:41.304,32786,2,2,2,2,2,2,2
2025-09-03 12:54:41.332,33841,2,2,2,2,2,2,2
2025-09-03 12:54:41.358,35301,2,2,2,2,2,2,2
2025-09-03 12:54:41.386,35849,2,2,2,2,2,2,2
2025-09-03 12:54:41.413,53310,2,2,2,2,2,2,2
2025-09-03 12:54:41.441,38140,2,2,2,2,2,2,2
2025-09-03 12:54:41.469,39124,2,2,2,2,2,2,2
2025-09-03 12:54:41.495,56781,2,2,2,2,2,2,2
2025-09-03 12:54:41.522,57845,2,2,2,2,2,2,2
2025-09-03 12:54:41.550,50309,2,2,2,2,2,2,2
2025-09-03 12:54:41.578,59767,2,2,2,2,2,2,2
2025-09-03 12:54:41.605,60703,2,2,2,2,2,2,2
2025-09-03 12:54:41.632,61697,2,2,2,2,2,2,2
2025-09-03 12:54:41.660,62598,2,2,2,2,2,2,2
2025-09-03 12:54:41.687,63865,2,2,2,2,2,2,2
2025-09-03 12:54:41.714,64739,2,2,2,2,2,2,2
2025-09-03 12:54:41.741,65557,2,2,2,2,2,2,2
2025-09-03 12:54:41.767,66568,2,2,2,2,2,2,2
2025-09-03 12:54:41.794,67825,2,2,2,2,2,2,2
2025-09-03 12:54:41.821,68724,2,2,2,2,2,2,2
2025-09-03 12:54:41.849,69651,2,2,2,2,2,2,2
2025-09-03 12:54:41.876,70786,2,2,2,2,2,2,2
2025-09-03 12:54:41.903,71931,2,2,2,2,2,2,2
2025-09-03 12:54:41.931,72834,2,2,2,2,2,2,2
2025-09-03 12:54:41.959,90254,2,2,2,2,2,2,2
2025-09-03 12:54:41.986,75146,2,2,2,2,2,2,2
2025-09-03 12:54:42.013,92522,2,2,2,2,2,2,2
2025-09-03 12:54:42.041,93460,2,2,2,2,2,2,2
2025-09-03 12:54:42.068,94257,2,2,2,2,2,2,2
2025-09-03 12:54:42.096,95629,2,2,2,2,2,2,2
2025-09-03 12:54:42.124,96763,2,2,2,2,2,2,2
2025-09-03 12:54:42.150,97591,2,2,2,2,2,2,2
2025-09-03 12:54:42.178,98700,2,2,2,2,2,2,2
2025-09-03 12:54:42.204,99453,2,2,2,2,2,2,2
2025-09-03 12:54:42.230,100716,2,2,2,2,2,2,2
2025-09-03 12:54:42.257,118044,2,2,2,2,2,2,2
2025-09-03 12:54:42.283,102856,2,2,2,2,2,2,2
2025-09-03 12:54:42.310,103687,2,2,2,2,2,2,2
2025-09-03 12:54:42.337,112779,2,2,2,2,2,2,2
2025-09-03 12:54:42.362,121987,2,2,2,2,2,2,2
2025-09-03 12:54:42.388,123061,2,2,2,2,2,2,2
2025-09-03 12:54:42.416,123904,2,2,2,2,2,2,2
2025-09-03 12:54:42.443,124934,2,2,2,2,2,2,2
2025-09-03 12:54:42.472,126146,2,2,2,2,2,2,2
2025-09-03 12:54:42.499,127206,2,2,2,2,2,2,2
2025-09-03 12:54:42.526,128269,2,2,2,2,2,2,2
2025-09-03 12:54:42.553,129274,2,2,2,2,2,2,2
2025-09-03 12:54:42.580,130310,2,2,2,2,2,2,2
2025-09-03 12:54:42.607,65727,2,2,2,2,2,2,2
2025-09-03 12:54:42.635,66672,2,2,2,2,2,2,2
2025-09-03 12:54:42.662,67775,2,2,2,2,2,2,2
2025-09-03 12:54:42.690,68894,2,2,2,2,2,2,2
2025-09-03 12:54:42.718,69742,2,2,2,2,2,2,2
2025-09-03 12:54:42.745,71141,2,2,2,2,2,2,2
2025-09-03 12:54:42.772,71913,2,2,2,2,2,2,2
2025-09-03 12:54:42.799,72725,2,2,2,2,2,2,2
2025-09-03 12:54:42.827,73699,2,2,2,2,2,2,2
2025-09-03 12:54:42.853,91415,2,2,2,2,2,2,2
2025-09-03 12:54:42.880,92413,2,2,2,2,2,2,2
2025-09-03 12:54:42.907,93422,2,2,2,2,2,2,2
2025-09-03 12:54:42.934,94318,2,2,2,2,2,2,2
2025-09-03 12:54:42.961,79077,2,2,2,2,2,2,2
2025-09-03 12:54:42.988,96312,2,2,2,2,2,2,2
