Timestamp,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
2025-09-03 13:05:55.636,456917,2,2,2,2,328399,2,7141873
2025-09-03 13:05:55.637,456850,2,2,2,2,328321,2,7141856
2025-09-03 13:05:55.637,456854,2,2,2,2,328313,2,7141778
2025-09-03 13:05:55.637,456859,2,2,2,2,328307,2,7141830
2025-09-03 13:05:55.637,456938,2,2,2,2,328314,2,5044611
2025-09-03 13:05:55.637,456943,2,2,2,2,328245,2,7141751
2025-09-03 13:05:55.637,456850,2,2,2,2,328199,2,2947577
2025-09-03 13:05:55.637,456845,2,2,2,2,328190,2,2947554
2025-09-03 13:05:55.638,456844,2,2,2,2,328174,2,7141771
2025-09-03 13:05:55.638,456764,2,2,2,2,328142,2,7141703
2025-09-03 13:05:55.638,456747,2,2,2,2,327988,2,7141634
2025-09-03 13:05:55.638,456724,2,2,2,2,327954,2,7141528
2025-09-03 13:05:55.639,456704,2,2,2,2,328176,2,2947183
2025-09-03 13:05:55.639,456683,2,2,2,2,328084,2,7141386
2025-09-03 13:05:55.639,456673,2,2,2,2,328062,2,7141607
2025-09-03 13:05:55.639,456603,2,2,2,2,328039,2,2947200
2025-09-03 13:05:55.640,456506,2,2,2,2,327929,2,7141381
2025-09-03 13:05:55.640,456477,2,2,2,2,327819,2,5044114
2025-09-03 13:05:55.640,456511,2,2,2,2,327741,2,7141244
2025-09-03 13:05:55.640,456476,2,2,2,2,327799,2,7141220
2025-09-03 13:05:55.641,456470,2,2,2,2,327782,2,2946827
2025-09-03 13:05:55.641,456462,2,2,2,2,327701,2,7141356
2025-09-03 13:05:55.641,456457,2,2,2,2,327682,2,7141327
2025-09-03 13:05:55.641,456701,2,2,2,2,327918,2,5044078
2025-09-03 13:05:55.642,456689,2,2,2,2,327898,2,7141169
2025-09-03 13:05:55.642,456676,2,2,2,2,327810,2,7141103
2025-09-03 13:05:55.642,456607,2,2,2,2,327790,2,2946708
2025-09-03 13:05:55.642,456666,2,2,2,2,327705,2,7140919
2025-09-03 13:05:55.643,456604,2,2,2,2,327692,2,7140960
2025-09-03 13:05:55.643,456653,2,2,2,2,327660,2,7141119
2025-09-03 13:05:55.643,456501,2,2,2,2,327623,2,7141046
2025-09-03 13:05:55.644,456468,2,2,2,2,327472,2,2946571
2025-09-03 13:05:55.644,456450,2,2,2,2,327667,2,7140838
2025-09-03 13:05:55.644,456436,2,2,2,2,327574,2,5043590
2025-09-03 13:05:55.644,456422,2,2,2,2,327484,2,7140676
2025-09-03 13:05:55.645,456416,2,2,2,2,327522,2,7140853
2025-09-03 13:05:55.645,456346,2,2,2,2,327475,2,2946462
2025-09-03 13:05:55.645,456332,2,2,2,2,327415,2,7140667
2025-09-03 13:05:55.646,456385,2,2,2,2,327392,2,7140670
2025-09-03 13:05:55.646,456316,2,2,2,2,327315,2,2946309
2025-09-03 13:05:55.646,456310,2,2,2,2,327295,2,7140587
2025-09-03 13:05:55.646,456306,2,2,2,2,327280,2,2946194
2025-09-03 13:05:55.647,456298,2,2,2,2,327196,2,7140405
2025-09-03 13:05:55.647,456295,2,2,2,2,327179,2,2946079
2025-09-03 13:05:55.647,456215,2,2,2,2,327407,2,2946048
2025-09-03 13:05:55.647,456197,2,2,2,2,327315,2,7140507
2025-09-03 13:05:55.648,456428,2,2,2,2,327246,2,2946165
