Timestamp,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
2025-09-03 13:06:33.746,6421116,1342360,1271808,1013532,2,2,2,2
2025-09-03 13:06:33.747,2226823,1342433,1271816,997187,2,2,2,2
2025-09-03 13:06:33.747,6421202,1342444,1255434,1013609,2,2,2,2
2025-09-03 13:06:33.748,2226844,1342451,1271827,997166,2,2,2,2
2025-09-03 13:06:33.748,4324069,1326069,1271834,997227,2,2,2,2
2025-09-03 13:06:33.748,4324089,1325825,1271918,997238,2,2,2,2
2025-09-03 13:06:33.748,2226695,1342218,1271935,997243,2,2,2,2
2025-09-03 13:06:33.748,6421018,1342234,1255567,1013638,2,2,2,2
2025-09-03 13:06:33.748,2226795,1342307,1271964,1013710,2,2,2,2
2025-09-03 13:06:33.748,6421106,1325900,1272039,1013651,2,2,2,2
2025-09-03 13:06:33.748,6421111,1342321,1263852,1013718,2,2,2,2
2025-09-03 13:06:33.749,6421113,1342316,1272039,1013652,2,2,2,2
2025-09-03 13:06:33.749,6421049,1342236,1255610,1013632,2,2,2,2
2025-09-03 13:06:33.749,6421130,1325893,1272034,1013639,2,2,2,2
2025-09-03 13:06:33.749,6421138,1342315,1263847,1013708,2,2,2,2
2025-09-03 13:06:33.749,2226843,1342255,3369200,997299,2,2,2,2
2025-09-03 13:06:33.750,6421233,1342345,1271814,1013740,2,2,2,2
2025-09-03 13:06:33.750,2226971,1342452,3369068,997393,2,2,2,2
2025-09-03 13:06:33.750,6421450,3439716,1255607,1013883,2,2,2,2
2025-09-03 13:06:33.750,6421492,1342600,1263868,1013979,2,2,2,2
2025-09-03 13:06:33.750,2226965,1342696,1272092,997626,2,2,2,2
2025-09-03 13:06:33.751,6421361,1342470,1272117,1013781,2,2,2,2
2025-09-03 13:06:33.751,2227087,1342491,3369357,997418,2,2,2,2
2025-09-03 13:06:33.752,6421471,1342569,1272283,1013870,2,2,2,2
2025-09-03 13:06:33.752,6421492,1342590,1272302,1013884,2,2,2,2
2025-09-03 13:06:33.752,4324374,1326301,1272078,997526,2,2,2,2
2025-09-03 13:06:33.753,6421558,1342713,1255786,1014000,2,2,2,2
2025-09-03 13:06:33.753,2227359,1342753,1272207,1014038,2,2,2,2
2025-09-03 13:06:33.753,6421505,1326467,1272303,1014127,2,2,2,2
2025-09-03 13:06:33.753,6421527,1342867,1272322,1014208,2,2,2,2
2025-09-03 13:06:33.753,4324453,1326554,1272333,997771,2,2,2,2
2025-09-03 13:06:33.754,6421555,1342950,1255996,1014167,2,2,2,2
2025-09-03 13:06:33.754,6421704,1342965,1256046,1014247,2,2,2,2
2025-09-03 13:06:33.754,6421653,1326589,1272442,1014254,2,2,2,2
2025-09-03 13:06:33.754,6421660,1342722,1272446,1014256,2,2,2,2
2025-09-03 13:06:33.754,6421739,1342740,1272529,1014017,2,2,2,2
2025-09-03 13:06:33.754,6421763,1342824,1272553,1014039,2,2,2,2
2025-09-03 13:06:33.754,2227481,1342780,3369474,997703,2,2,2,2
2025-09-03 13:06:33.755,6421797,3440010,1255985,1014125,2,2,2,2
2025-09-03 13:06:33.755,6421883,1342878,1264226,1014072,2,2,2,2
2025-09-03 13:06:33.755,6421941,1342961,1264247,1014218,2,2,2,2
2025-09-03 13:06:33.755,6421991,1342976,1272517,1014169,2,2,2,2
2025-09-03 13:06:33.755,2227682,1342966,3369599,997772,2,2,2,2
2025-09-03 13:06:33.755,6421978,1342951,1255986,1014137,2,2,2,2
2025-09-03 13:06:33.756,6421971,3440028,1255981,1014124,2,2,2,2
2025-09-03 13:06:33.756,4324757,1326558,1272430,997740,2,2,2,2
2025-09-03 13:06:33.756,6421949,1342947,1256054,1014127,2,2,2,2
2025-09-03 13:06:33.756,2227702,1342971,1272462,1014212,2,2,2,2
2025-09-03 13:06:33.756,2227464,1342987,1272544,997843,2,2,2,2
2025-09-03 13:06:33.756,6421782,3440145,1256171,1014171,2,2,2,2
2025-09-03 13:06:33.756,4324714,1326652,1272569,997861,2,2,2,2
2025-09-03 13:06:33.757,6421813,1343076,1256193,1014250,2,2,2,2
2025-09-03 13:06:33.757,6421954,1343089,1256204,1014254,2,2,2,2
2025-09-03 13:06:33.757,2227701,1343201,1272699,1014300,2,2,2,2
2025-09-03 13:06:33.757,2227732,1342976,1272726,998009,2,2,2,2
2025-09-03 13:06:33.758,2227819,1342999,1272810,998026,2,2,2,2
2025-09-03 13:06:33.758,6422218,1343088,1256195,1014431,2,2,2,2
2025-09-03 13:06:33.758,6422019,1343130,1264501,1014283,2,2,2,2
2025-09-03 13:06:33.758,6422112,1343218,1264530,1014310,2,2,2,2
2025-09-03 13:06:33.759,6422144,1343243,1272811,1014397,2,2,2,2
2025-09-03 13:06:33.759,6422252,1343345,1272851,1014496,2,2,2,2
2025-09-03 13:06:33.759,6422368,1327072,1272960,1014536,2,2,2,2
2025-09-03 13:06:33.759,6422392,1327098,1272981,1014554,2,2,2,2
2025-09-03 13:06:33.760,6422400,1343237,1273059,1014563,2,2,2,2
2025-09-03 13:06:33.760,6422411,1343244,1264875,1014566,2,2,2,2
2025-09-03 13:06:33.760,2228120,1343248,3370223,998184,2,2,2,2
2025-09-03 13:06:33.761,2228199,1343259,3370232,998190,2,2,2,2
2025-09-03 13:06:33.761,6422510,3440412,1256699,1014634,2,2,2,2
2025-09-03 13:06:33.761,6422514,1343256,1273087,1014636,2,2,2,2
2025-09-03 13:06:33.761,6422513,1343245,1273084,1014631,2,2,2,2
2025-09-03 13:06:33.762,6422511,1343239,1273078,1014559,2,2,2,2
2025-09-03 13:06:33.762,2227970,1343258,3369993,998256,2,2,2,2
2025-09-03 13:06:33.762,2228066,1343289,1272933,1014730,2,2,2,2
2025-09-03 13:06:33.762,4325235,1327048,1272950,998294,2,2,2,2
2025-09-03 13:06:33.763,4325265,1327072,1272978,998382,2,2,2,2
2025-09-03 13:06:33.763,6422468,1343469,1256677,1014780,2,2,2,2
2025-09-03 13:06:33.763,6422522,1343484,1256698,1014540,2,2,2,2
2025-09-03 13:06:33.763,6357016,3440662,1256718,1014559,2,2,2,2
2025-09-03 13:06:33.764,6357105,1343598,1273189,1014580,2,2,2,2
2025-09-03 13:06:33.764,6357116,1343605,1273133,1014650,2,2,2,2
2025-09-03 13:06:33.764,6357129,1343616,1273146,1014657,2,2,2,2
2025-09-03 13:06:33.764,6357222,1360029,1273238,1014680,2,2,2,2
2025-09-03 13:06:33.765,6357012,1359884,1273089,1014782,2,2,2,2
2025-09-03 13:06:33.765,6357118,1343598,1265001,1014815,2,2,2,2
2025-09-03 13:06:33.765,2162839,1343683,3370366,998479,2,2,2,2
2025-09-03 13:06:33.765,2162919,1343689,3370380,998520,2,2,2,2
2025-09-03 13:06:33.766,2162938,1343702,1273243,1014978,2,2,2,2
2025-09-03 13:06:33.766,6357264,3440877,1256941,1014936,2,2,2,2
2025-09-03 13:06:33.766,6357359,1343759,1273354,1015032,2,2,2,2
2025-09-03 13:06:33.766,6357371,1343770,1273368,1015038,2,2,2,2
2025-09-03 13:06:33.767,2163168,1343940,1273471,998425,2,2,2,2
2025-09-03 13:06:33.767,4260347,1360314,1273496,998508,2,2,2,2
2025-09-03 13:06:33.767,4260116,1360331,1273583,998524,2,2,2,2
2025-09-03 13:06:33.768,2163045,1343989,1273599,998534,2,2,2,2
2025-09-03 13:06:33.768,6357310,1343757,1256981,1014934,2,2,2,2
2025-09-03 13:06:33.768,6357469,3440997,1257009,1015025,2,2,2,2
2025-09-03 13:06:33.768,2163189,1343867,1273477,1015047,2,2,2,2
2025-09-03 13:06:33.769,6357516,1343884,1273558,1015062,2,2,2,2
2025-09-03 13:06:33.769,2163231,1343960,1273568,998755,2,2,2,2
2025-09-03 13:06:33.770,6357749,1360445,1273709,1015270,2,2,2,2
2025-09-03 13:06:33.770,6357509,1344105,1265532,1015283,2,2,2,2
2025-09-03 13:06:33.770,2163225,1344055,3370896,998661,2,2,2,2
2025-09-03 13:06:33.770,2163315,1344206,1273833,998715,2,2,2,2
2025-09-03 13:06:33.771,6357710,1344226,1257217,1015149,2,2,2,2
2025-09-03 13:06:33.771,6357738,1360638,1273628,1015174,2,2,2,2
2025-09-03 13:06:33.771,6357761,1344021,1273651,1015196,2,2,2,2
2025-09-03 13:06:33.771,6357763,1344026,1273654,1015194,2,2,2,2
2025-09-03 13:06:33.772,6357768,1344030,1273658,1015197,2,2,2,2
2025-09-03 13:06:33.772,2163481,1344040,3370885,998887,2,2,2,2
2025-09-03 13:06:33.772,6357874,1344127,1273753,1015292,2,2,2,2
2025-09-03 13:06:33.772,6357956,1344145,1273830,1015302,2,2,2,2
2025-09-03 13:06:33.773,2163613,1360611,1273845,998934,2,2,2,2
2025-09-03 13:06:33.773,6357998,1344237,1257470,1015394,2,2,2,2
2025-09-03 13:06:33.773,6358013,3441399,1257483,1015406,2,2,2,2
2025-09-03 13:06:33.773,6357778,3441415,1257531,1015416,2,2,2,2
2025-09-03 13:06:33.774,6357789,1344278,1273893,1015423,2,2,2,2
2025-09-03 13:06:33.774,4260711,1360668,1273963,999041,2,2,2,2
2025-09-03 13:06:33.775,6358001,1360796,1274092,1015539,2,2,2,2
2025-09-03 13:06:33.775,6358021,1344493,1274111,1015297,2,2,2,2
2025-09-03 13:06:33.775,2163731,1344505,1273869,998924,2,2,2,2
2025-09-03 13:06:33.775,2163740,1344510,1273883,998962,2,2,2,2
2025-09-03 13:06:33.776,6358069,1344277,1257590,1015399,2,2,2,2
2025-09-03 13:06:33.776,6358169,1344374,1274067,1015428,2,2,2,2
2025-09-03 13:06:33.776,6358222,1344383,1274081,1015505,2,2,2,2
2025-09-03 13:06:33.777,6358021,1344397,1274100,1015521,2,2,2,2
2025-09-03 13:06:33.777,2163736,1344474,3371266,999116,2,2,2,2
2025-09-03 13:06:33.777,6358128,1360880,1274134,1015547,2,2,2,2
2025-09-03 13:06:33.777,6358150,1360899,1274222,1015563,2,2,2,2
2025-09-03 13:06:33.778,6358174,1344535,1274243,1015581,2,2,2,2
2025-09-03 13:06:33.778,6358248,1344541,1274318,1015653,2,2,2,2
2025-09-03 13:06:33.778,2163974,1344565,1274340,1015610,2,2,2,2
2025-09-03 13:06:33.778,2163992,1344712,1274359,999369,2,2,2,2
2025-09-03 13:06:33.779,6358306,3441810,1257728,1015695,2,2,2,2
2025-09-03 13:06:33.779,4261232,1361085,1274127,999322,2,2,2,2
2025-09-03 13:06:33.779,6358489,1344766,1257844,1015798,2,2,2,2
2025-09-03 13:06:33.780,2164207,1344528,3371398,999423,2,2,2,2
2025-09-03 13:06:33.780,6358522,3441688,1257871,1015556,2,2,2,2
2025-09-03 13:06:33.780,2163968,1344536,1274263,999177,2,2,2,2
2025-09-03 13:06:33.780,2163982,1344549,1274344,999192,2,2,2,2
2025-09-03 13:06:33.781,6358309,1344636,1257982,1015661,2,2,2,2
2025-09-03 13:06:33.781,6358477,1344737,1274404,1015687,2,2,2,2
2025-09-03 13:06:33.781,6358426,1344745,1274478,1015757,2,2,2,2
2025-09-03 13:06:33.782,6358525,1344776,1274579,1015784,2,2,2,2
2025-09-03 13:06:33.782,6358548,1344793,1258215,1015798,2,2,2,2
2025-09-03 13:06:33.782,6358644,1361271,1274368,1015822,2,2,2,2
2025-09-03 13:06:33.782,6358673,1361294,1274395,1015909,2,2,2,2
2025-09-03 13:06:33.783,6358685,1344915,1274467,1015851,2,2,2,2
2025-09-03 13:06:33.783,6358759,1344923,1274407,1015919,2,2,2,2
2025-09-03 13:06:33.783,6358779,1345005,1258105,1015936,2,2,2,2
2025-09-03 13:06:33.783,2164247,1344773,3371666,1032406,2,2,2,2
2025-09-03 13:06:33.784,6358646,1361183,1274605,1016050,2,2,2,2
2025-09-03 13:06:33.784,6358674,1344890,1274634,1015816,2,2,2,2
2025-09-03 13:06:33.784,6358768,1344918,1274663,1015905,2,2,2,2
2025-09-03 13:06:33.784,6358789,1344998,1274680,1015918,2,2,2,2
2025-09-03 13:06:33.785,2164492,1345004,3371901,1032270,2,2,2,2
2025-09-03 13:06:33.785,6358819,3442178,1258423,1015934,2,2,2,2
2025-09-03 13:06:33.785,6358924,1345133,1274624,1016036,2,2,2,2
2025-09-03 13:06:33.785,4261861,1361605,1274650,1032442,2,2,2,2
2025-09-03 13:06:33.786,6359014,1345150,1258259,1016052,2,2,2,2
2025-09-03 13:06:33.787,6359030,1345161,1258269,1016054,2,2,2,2
2025-09-03 13:06:33.788,6358786,3442321,1258281,1016062,2,2,2,2
2025-09-03 13:06:33.788,4261652,1361635,1274745,1032464,2,2,2,2
2025-09-03 13:06:33.788,2164595,1345276,1274774,1032521,2,2,2,2
2025-09-03 13:06:33.788,6358914,1361414,1274783,1016179,2,2,2,2
2025-09-03 13:06:33.788,6358926,1361420,1274856,1016179,2,2,2,2
2025-09-03 13:06:33.789,6358939,1345045,1274867,1016118,2,2,2,2
2025-09-03 13:06:33.789,6359014,1345047,1274873,1016188,2,2,2,2
2025-09-03 13:06:33.789,6359012,1345043,1258485,1016178,2,2,2,2
2025-09-03 13:06:33.789,6359016,1345040,1258481,1016173,2,2,2,2
2025-09-03 13:06:33.789,6359028,1361421,1274858,1016163,2,2,2,2
2025-09-03 13:06:33.789,6359043,1345047,1274867,1016166,2,2,2,2
2025-09-03 13:06:33.790,6359061,1345130,1274885,1016184,2,2,2,2
2025-09-03 13:06:33.790,2164841,1345085,3372063,1032589,2,2,2,2
2025-09-03 13:06:33.790,2164864,1345239,1274998,1032674,2,2,2,2
2025-09-03 13:06:33.790,6359190,1345257,1275019,1016305,2,2,2,2
